drug_name	drug_type	CID/CIDs	Source	therapy_type	action	action_class	approval_status	drugbank_id	synonyms
gsk269962a	small molecule	16095342	GDSC	Targeted Therapy	ROCK inhibitor		investigational	DB17030	Benzamide|n-(3-((2-(4-amino-1,2,5-oxadiazol-3-yl)-1-ethyl-1h-imidazo(4,5-c)pyridin-6-yl)oxy)phenyl)-4-(2-(4-morpholinyl)ethoxy)-|N-(3-((2-(4-amino-1,2,5-oxadiazol-3-yl)-1-ethyl-1h-imidazo(4,5-c)pyridin-6-yl)oxy)phenyl)-4-(2-(4-morpholinyl)ethoxy)benzamide|GSK-269962|GSK-269962A|GSK269962A|GSK269962B
sabutoclax	small molecule	46236925	GDSC	Targeted Therapy	Sabutoclax is an inhibitor of pan-Bcl-2 family				
salubrinal	small molecule	5717801	GDSC	Targeted Therapy	Selective eIF2α inhibitor				
gsk1904529a	small molecule	25124816	GDSC	Targeted Therapy	Selective IGF-1R/IR inhibitor				
bptes	small molecule	3372016	GDSC	Targeted Therapy	selective kidney-type glutaminase (GLS) inhibitor				
ci-1040	small molecule	6918454	GDSC	Targeted Therapy	Selective MEK inhibitor				
bix02189	small molecule	135659062	GDSC	Targeted Therapy	Selective MEK5 inhibitor				
gsk429286a	small molecule	11373846	GDSC	Targeted Therapy	Selective ROCK1/ROCK2 inhibitor				
gsk650394	small molecule	25022668	GDSC	Targeted Therapy	SGK1 inhibitor				
shikonin	small molecule	479503	GDSC	Targeted Therapy	Shikonin is a potent TMEM16A chloride channel inhibitor 				
nsc-87877	small molecule	92577	GDSC	Targeted Therapy	Shp2 /shp1 PTP inhibitor				
i-cbp112	small molecule	90488984	GDSC	Targeted Therapy	specific and potent acetyl-lysine competitive protein-protein interaction inhibitor, that inhibits the CBP/p300 bromodomains, enhances acetylation by p300.				
bay-61-3606	small molecule	11784504	GDSC	Targeted Therapy	Syk Inhibitor				
ng-25	small molecule	53340664	GDSC	Targeted Therapy	TAK1 inhibitor				
xav939	small molecule	135418940	GDSC	Targeted Therapy	Tankyrase 1/2 inhibitor				
az6102	small molecule	135905416	GDSC	Targeted Therapy	TNKS1/2 inhibitor				
camptothecin	small molecule	24360	GDSC	Targeted Therapy	Topoisomerase I inhibitor		experimental	DB04690	
gw441756	small molecule	9943465	GDSC	Targeted Therapy	TrkA inhibitor,potent and selective				
unc1215	small molecule	57339144	GDSC	Targeted Therapy	UNC1215 is a selective inhibitor of L3MBTL3				
ml323	small molecule	60167849	GDSC	Targeted Therapy	USP1-UAF1 inhibitor				
p22077	small molecule	46931953	GDSC	Targeted Therapy	USP7/USP47 inhibitor				GDSC
iwp-2	small molecule	2155128	GDSC	Targeted Therapy	Wnt production inhibitor,PORCN inhibitor				
wnt-c59	small molecule	57519544	GDSC	Targeted Therapy	Wnt-C59 is a selective inhibitor				
fh535	small molecule	3463933	GDSC	Targeted Therapy	Wnt/B-catenin inhibitor				
embelin	small molecule	3218	GDSC	Targeted Therapy	XIAP inhibitor,cell-permeable				
xmd8-92	small molecule	46843772	GDSC	Targeted Therapy	xmd8-92				
avagacestat	small molecule	46883536	GDSC	Targeted Therapy	γ-secretase inhibitor		investigational	DB11893	Avagacestat|BMS 708163|BMS-708163
a832234	small molecule	53413272	GDSC						
acetalax	small molecule	8269	GDSC						
aica ribonucleotide	small molecule	65110	GDSC				experimental	DB01700	AICA-ribonucleotide|AICAR
alpha-lipoic acid	small molecule	864	GDSC				approved	DB00166	R)-lipoic acid|Alpha lipoic acid|alpha-Lipoic acid|alpha-Liponsäure|D-thioctic acid|Lipoic acid||R-alpha-lipoic acid|Thioctic acid|Thioctic acid D-form
ara-g	small molecule	135499520	GDSC						
arry-520	small molecule	44224257	GDSC				investigational	DB06040	Filanesib|ARRY-520
ascorbate	small molecule	54670067	GDSC					DB00126	
azd1332	small molecule	49831044	GDSC						
azd4877	small molecule	10368812	GDSC						
cap-232	small molecule	74053735	GDSC						
cd532	small molecule	77232197	GDSC						
elephantin	small molecule	442205	GDSC						
gallibiscoquinazole	small molecule	353472	GDSC						
gdc0810	small molecule	56941241	GDSC				investigational		
glutathione	small molecule	124886	GDSC				approved	DB00143	Glutathion|Glutathione|Glutathione-SH|Reduced glutathione
gsk-lsd1	small molecule	71522234	GDSC						
gsk2110183b	small molecule	46843056	GDSC						
jnk inhibitor viii	small molecule	11624601	GDSC						
jnk-9l	small molecule	146156476	GDSC						
kin001-266	small molecule	44143370	GDSC						
l-oxonoreleagnine	small molecule	87371	GDSC						
n-acetyl cysteine	small molecule	12035	GDSC						
phenformin	small molecule	8249	GDSC				approved	DB00914	Fenformin|Fenformina|Phenformin|Phenformine|Phenforminum|W 32
pidnarulex	small molecule	25257557	GDSC				investigational	DB16846	CX 5461|CX-5461
podophyllotoxin bromide	small molecule	234820	GDSC						
ql-x-138	small molecule	73707530	GDSC						
ql-xii-47	small molecule	71748056	GDSC						
sb52334	small molecule	97489	GDSC						
schweinfurthin a	small molecule	643462	GDSC						
sepantronium bromide	small molecule	11178236	GDSC				investigational	DB17062	1h-naphth(2,3-d)imidazolium|4,9-dihydro-1-(2-methoxyethyl)-2-methyl-4,9-dioxo-3-(2-pyrazinylmethyl)-|Sepantronium cation|Sepantronium ion
sinularin	small molecule	5477029	GDSC						
xmd8-85	small molecule	46844147	GDSC						
z-llnle-cho	small molecule	21741774	GDSC						
zg-10	small molecule	57340680	GDSC						
navitoclax	small molecule	24978538	GDSC|CTRPV2	Targeted Therapy	A potent Bcl-2 family inhibitor		investigational	DB12340	Navitoclax|A-855071.0|ABT-263
sirolimus	small molecule	5284616	GDSC|CTRPV2	Immunotherapy	antifungal antibiotic		approved	DB00877	fyarro|hyftor|rapamune|rapamycin
ku-55933	small molecule	5278396	GDSC|CTRPV2	Targeted Therapy	ATM inhibitor,potent and selective				
abt-737	small molecule	11228183	GDSC|CTRPV2	Targeted Therapy	Bcl-2 inhibitor		investigational	DB17023	abt737|Benzamide|4-(4-((4'-chloro(1,1'-biphenyl)-2-yl)methyl)-1-piperazinyl)-n-((4-(((1r)-3-(dimethylamino)-1-((phenylthio)methyl)propyl)amino)-3-nitrophenyl)sulfonyl)-| ABT 737|ABT-737
su11274	small molecule	9549297	GDSC|CTRPV2	Targeted Therapy	C-Met inhibitor,potent and selective				
azd4547	small molecule	51039095	GDSC|CTRPV2	Targeted Therapy	FGFR inhibitor				
unc0638	small molecule	46224516	GDSC|CTRPV2	Targeted Therapy	G9a/GLP HMTase inhibitor, potent and selective				
chir-99021	small molecule	9956119	GDSC|CTRPV2	Targeted Therapy	GSK-3β inhibitor and is considered the standard small-molecule Wnt agonist. CHIR-99021 is a potent inhibitor with high selectivity.				
bms-754807	small molecule	24785538	GDSC|CTRPV2	Targeted Therapy	IGF-1R/InsR inhibitor,potent and selective		investigational	DB15399	
tpca-1	small molecule	9903786	GDSC|CTRPV2	Targeted Therapy	IKK-2 inhibitor,potent and selective		investigational	DB17058	2-((aminocarbonyl)amino)-5-(4-fluorophenyl)-3-thiophenecarboxamide|3-thiophenecarboxamide, 2-((aminocarbonyl)amino)-5-(4-fluorophenyl)-|Ikk 2 inhibitor iv|Ikk-2 inhibitor iv|TPCA-1|TPCA1
piperlongumine	small molecule	637858	GDSC|CTRPV2	Targeted Therapy	Inducer of cell-death				
osi-930	small molecule	9868037	GDSC|CTRPV2	Targeted Therapy	Inhibitor of Kit, KDR, Flt, CSF-1R, c-Raf and Lck		investigational	DB05913	
pha-793887	small molecule	46191454	GDSC|CTRPV2	Targeted Therapy	Pan-Cdk inhibitor		investigational	DB12686	PHA-793887
gw-843682x	small molecule	9826308	GDSC|CTRPV2	Targeted Therapy	PLK1/PLK3 inhibitor,potent and selective				gw843682x
olaparib	small molecule	23725625	GDSC|CTRPV2	Targeted Therapy	polymerase inhibitor		approved	DB09074	Olaparib|AZD 2281|AZD-2281|AZD2281|KU-0059436|KU-59436|KU59436
veliparib	small molecule	11960529	GDSC|CTRPV2	Targeted Therapy	polymerase inhibitor		investigational	DB07232	abt-888
bortezomib	small molecule	387447	GDSC|CTRPV2	Targeted Therapy	proteasome inhibitor		approved	DB00188	bortezomib accord|ldp-341|velcade|nsc-681239|ps-341|bortezomib hydrate
alpelisib	small molecule	56649450	GDSC|CTRPV2	Targeted Therapy	protein inhibitor		approved	DB12015	piqray 300 mg daily dose|vijoice 50 mg 28 day|byl-719
alvocidib	small molecule	5287969	GDSC|CTRPV2	Targeted Therapy	protein inhibitor		experimental	DB03496	alvocidib|alvocidib freebase|flavopiridol
capivasertib	small molecule	25227436	GDSC|CTRPV2	Targeted Therapy	protein inhibitor		investigational	DB12218	azd5363
Pictilisib	small molecule	17755052	GDSC|CTRPV2	Targeted Therapy	protein inhibitor		investigational	DB11663	Pictilisib|GDC 0941|GDC-0941
molibresib	small molecule	46943432	GDSC|CTRPV2	Targeted Therapy	protein inhibitor,BET bromodomain inhibitor with IC50 of 32.5-42.5 nM.			DB16239	i-bet-762|gsk525762a
idelalisib	small molecule	11625818	GDSC|CTRPV2	Targeted Therapy	protein inhibitor,deuterium labeled Idelalisib. Idelalisib is a highly selective and orally bioavailable p110δ inhibitor.		approved	DB09054	Idelalisib|CAL 101|CAL-101|CAL101|GS 1101|GS-1101|GS1101
yk-4-279	small molecule	44632017	GDSC|CTRPV2	Targeted Therapy	RNA Helicase A (RHA) inhibitor				
i-bet151	small molecule	52912189	GDSC|CTRPV2	Targeted Therapy	Selective BET inhibitor				i-bet-151
nvp-adw742	small molecule	9825149	GDSC|CTRPV2	Targeted Therapy	Selective IGF-1R inhibitor				
parthenolide	small molecule	7251185	GDSC|CTRPV2	Targeted Therapy	sesquiterpene lactone and active principle of feverfew		approved	DB13063	
pf-543	small molecule	66577038	GDSC|CTRPV2	Targeted Therapy	SphK1 inhibitor,cell-permeate,potent and selective				sphingosine kinase 1 inhibitor ii
bibr-1532	small molecule	9927531	GDSC|CTRPV2	Targeted Therapy	Telomerase inhibitor,novel and selective				
bms-536924	small molecule	135440466	GDSC|CTRPV2						
brd-k07442505	small molecule	3101542	GDSC|CTRPV2						bam7
cay10576	small molecule	11626927	GDSC|CTRPV2						gsk319347a
daporinad	small molecule	6914657	GDSC|CTRPV2				investigational	DB12731	APO 866|APO-866|APO866|FK 866|FK-866|K 22.175
ex-527	small molecule	5113032	GDSC|CTRPV2				experimental	DB13978	Selisistat
gsk1059615	small molecule	23582824	GDSC|CTRPV2				investigational	DB11962	
mg-132	small molecule	462382	GDSC|CTRPV2						
nvp-tae684	small molecule	16038120	GDSC|CTRPV2						
pac-1	small molecule	135421197	GDSC|CTRPV2				investigational	DB13048	
pevonedistat	small molecule	16720766	GDSC|CTRPV2				investigational	DB11759	Pevonedistat|MLN4924
tanespimycin	small molecule	6505803	GDSC|CTRPV2				investigational	DB05134	
telomerase inhibitor ix	small molecule	10385095	GDSC|CTRPV2						mst-312
zstk474	small molecule	11647372	GDSC|CTRPV2	Targeted Therapy			investigational	DB12904	
palonosetron	small molecule	6918303	TCGA	Targeted Therapy	5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting (CINV).		approved	DB00377	aloxi
anastrozole	small molecule	2187	TCGA	Hormone Therapy	a potent and selective inhibitor of aromatase 		approved	DB01217	rvg-106400|arimidex|ici d1033|nsc-719344|ici-d1033|nsc-759855|zd-1033|zd1033
megestrol acetate	small molecule	11683	TCGA	Hormone Therapy	Anti-estrogen agent		approved	DB00351	megace
sulindac	small molecule	1548887	TCGA	Targeted Therapy	Anti-inflammatory agent;COX inhibitor		approved	DB00605	
mibefradil	small molecule	60663	TCGA	Targeted Therapy	Calcium channel blocker		withdrawn	DB01388	
bevacizumab	biotech		TCGA	Targeted Therapy	circulatory system		approved	DB00112	avastin
human interleukin-2	biotech		TCGA	Targeted Therapy	Cytokine,regulating WBC			DB14865	
leucovorin calcium	small molecule	135403647	TCGA	Targeted Therapy	Derivative of folic acid		approved	DB00650	5-Formyltetrahydrofolate|Acide folinique|Acido folinico|Folinate|Folinic acid|Leucovorinum
isotretinoin	small molecule	5282379	TCGA	Targeted Therapy	Dopamine β-hydroxylase activator			DB00982	
denosumab	biotech		TCGA	Targeted Therapy	human IgG2 monovlonal antibody		approved	DB06643	
resiquimod	small molecule	159603	TCGA	Immunotherapy	Immune response modifier		investigational	DB06530	
ipilimumab	biotech		TCGA	Immunotherapy	immune system		approved	DB06186	yervoy
ketoconazole	small molecule	456201	TCGA	Targeted Therapy	Inhibitor of cyclosporine oxidase and testosterone 6 beta-hydroxylase		approved	DB01026	
cilengitide	small molecule	176873	TCGA	Targeted Therapy	Integrin inhibitor for αvβ3 and αvβ5		investigational	DB11890	cilengtide
doxifluridine	small molecule	18343	TCGA	Targeted Therapy	oral prodrug of the antineoplastic agent 5-fluorouracil (5-FU)		investigational	DB12947	
Veliparib	small molecule	45480520	TCGA	Targeted Therapy	polymerase inhibitor		investigational	DB07232	Veliparib|ABT-888
braf inhibitor	small molecule	53438230	TCGA	Targeted Therapy	Potent B-raf inhibitor				
benzylguanine	small molecule	135435090	TCGA	Targeted Therapy	Potent MGMT inhibitor		investigational		
sonolisib	small molecule	9849735	TCGA	Targeted Therapy	protein inhibitor		investigational	DB12601	
celecoxib	small molecule	2662	TCGA	Targeted Therapy	protein inhibitor,Selective cyclooxygenase-2 (COX-2) inhibitor		approved	DB0048	celebrex|celebrex|consensi|elyxyb|seglentis
firtecan pegol	small molecule	59443782	TCGA	Targeted Therapy	selectively targets and neutralizes tumour necrosis factor-α (TNF-α).		investigational	DB14953	EZN-2208
Pasireotide	small molecule	9941444	TCGA	Targeted Therapy	stable cyclohexapeptide somatostatin mimic		approved	DB06663	pasireotide|Pasiréotide|Pasireotide|Pasireotidum|SOM 230|SOM-230|SOM230
exemestane	small molecule	60198	TCGA	Hormone Therapy	Steroidal aromatase inhibitor		approved	DB00990	aromasin
cetuximab	biotech		TCGA	Targeted Therapy	tumor target		approved	DB00002	
ontuxizumab	biotech		TCGA	Targeted Therapy	tumor target			DB16270	
panitumumab	biotech		TCGA	Targeted Therapy	tumor target		approved	DB01269	vectibix
teprotumumab	biotech		TCGA	Targeted Therapy	tumor target			DB06343	
trastuzumab	biotech		TCGA	Immunotherapy	tumor target		approved	DB00072	
rituximab	biotech		TCGA	Immunotherapy	tumor target, Rituximab inhibits the proliferation of stimulated human B cells		approved	DB00073	
alpha-pyrrolidinononanophenone	small molecule	9247748	TCGA	Chemotherapy			investigational	DB05531	pv-10
pv-10	small molecule	69438	TCGA	Chemotherapy			investigational	DB05531	
cpt-11	small molecule	74990	TCGA	Chemotherapy					irinotecan hcl|irinotecan hydrochloride
cytomel	small molecule	23666110	TCGA	Hormone Therapy			approved	DB00279	L-T3|Liothyronine|Liothyroninum|Liotironina|Triiodothyronine|NSC-80203
dexamethasone phosphate	small molecule	9400	TCGA	Targeted Therapy			approved	DB01234	Dexametasona|Dexamethasone|Dexaméthasone|Dexamethasonum|ISV-305|NSC-34521|OTO-104
didox	small molecule	3045	TCGA	Targeted Therapy			investigational	DB12948	
fareston	small molecule	3005572	TCGA	Hormone Therapy					
goserelin	small molecule	5311128	TCGA	Hormone Therapy			approved	DB00014	zoladex|goserelin acetate
gp100	small molecule	3003004	TCGA	Immunotherapy			investigational		
il2	small molecule	51397006	TCGA	Immunotherapy					
karenitecin	small molecule	148202	TCGA	Targeted Therapy			investigational	DB05806	cositecan
letrozole	small molecule	3902	TCGA	Hormone Therapy			approved	DB01006	femara
levothyroxine	small molecule	5819	TCGA	Hormone Therapy			approved	DB00451	synthroid
liposome	small molecule	453626	TCGA						
mesna	small molecule	23662354	TCGA	Immunotherapy			approved		coenzyme m
navelbine	small molecule	5311497	TCGA	Chemotherapy			approved	DB00361	
nilutamide	small molecule	4493	TCGA	Hormone Therapy			approved	DB00665	
nimustine	small molecule	39214	TCGA	Immunotherapy			investigational	DB13069	Nimustina|Nimustine|Nimustinum
paclitaxol	small molecule	24728718	TCGA	Chemotherapy					
pamidronic acid	small molecule	4674	TCGA	Targeted Therapy			approved	DB00282	pamidronate|pamisol|pamidronate disodium
prednisone	small molecule	5865	TCGA	Immunotherapy			approved	DB00635	deltasone|rayos|winpred
raloxifene	small molecule	5035	TCGA	Hormone Therapy			approved	DB00481	evista|optruma
recombinant interferon alfa-2b	small molecule	71306834	TCGA	Immunotherapy					
tegafur	small molecule	5386	TCGA	Chemotherapy			approved	DB09256	ts-1
ts-1	small molecule	146157327	TCGA	Chemotherapy			approved	DB09256	
valproic acid	small molecule	3121	TCGA	Targeted Therapy			approved	DB00313	depakene|depakote|epival
votrient	small molecule	11525740	TCGA	Targeted Therapy					pazopanib
interleukin-2	biotech	130168	TCGA	Immunotherapy			investigational		
nivolumab	biotech		TCGA	Immunotherapy			approved		
pegfilgrastim	biotech		TCGA					DB00019	
pembrolizumab	biotech		TCGA	Immunotherapy			approved	DB09037	
sargramostim	biotech		TCGA					DB00020	
platin	small molecule	23939	TCGA|CTRPV2	Targeted Therapy	Antitumor agent that forms platinum-DNA adducts.		approved	DB12257	platinum
tivantinib	small molecule	11494412	TCGA|CTRPV2	Targeted Therapy	tyrosine kinase inhibitor,C-Met inhibitor,non-ATP-competitive				arq-197
ciclosporin	small molecule	5284373	TCGA|CTRPV2	Immunotherapy			approved	DB00091	Ciclosporin|Ciclosporina|Ciclosporine|Ciclosporinum|Cyclosporin|Cyclosporin A|Cyclosporine|27-400|Antibiotic S 7481F1|Antibiotic S-7481F1|NOVA-22007|NSC-290193|OL-27-400|SANG-35|SDZ-OXL-400
gsk braf inhibitor	small molecule	448949	TCGA|CTRPV2	Targeted Therapy					gsk-3 inhibitor ix
leflunomide	small molecule	3899	TCGA|GDSC	Targeted Therapy	AHR agonist,immunosuppressive agent		approved	DB01097	su101
zoledronic acid	small molecule	68740	TCGA|GDSC	Targeted Therapy	Potent nitrogen-containing bisphosphonates		approved	DB00399	zoledronate|aclasta|reclast|zometa|zobone
apitolisib	small molecule	25254071	TCGA|GDSC	Targeted Therapy	protein inhibitor		investigational	DB12180	Apitolisib|Apitolisibum|G-038390|G-038390.1|GDC 0980|GDC-0980|GDC-0980.1|GNE 390|RG 7422|RG-7422
dabrafenib	small molecule	44462760	TCGA|GDSC|CTRPV2	Targeted Therapy	protein inhibitor,Inhibitor of BRAF(V600) mutants		approved	DB08912	
tamoxifen	small molecule	2733526	TCGA|GDSC|CTRPV2	Hormone Therapy	TGF-β modulatory and PKC inhibitory effects		approved	DB00675	soltamox|tamoxifen citrate|54965-24-1|Istubal|Tamoxifen (Citrate)|Zitazonium|Kessar|Zemide|Tamoxifen citrate salt|ICI 46474|UNII-7FRV7310N6|C32H37NO8|ICI 46474 citrate|ICI 46,474|Tamoxifen Citrate (Nolvadex)|54965-24-1 (citrate)|7FRV7310N6|MFCD00058321|NSC180973|NSC-180973|NSC-757345|NCGC00024928-06|CAS-54965-24-1|DSSTox_CID_1301|DSSTox_RID_76068|DSSTox_GSID_21301|Ethanamine, 2-[4-(1,2-diphenyl-1-butenyl)phenoxy]-N,N-dimethyl-, (Z)-,2-hydroxy-1,2,3-propanetricarboxylate (1:1)|Caditam|Farmifeno|Ginarsan|Jenoxifen|Ledertam|Nourytan|Noxitem|Oncotam|Tafoxen|Tamofen|Tamoxasta|Terimon|Zynoplex|Emblon|Genox|Nolgen|Noltam|Tamax|Tamoxifencitrate|Tamox-Puren|(Z)-2-(4-(1,2-diphenylbut-1-en-1-yl)phenoxy)-N,N-dimethylethanamine 2-hydroxypropane-1,2,3-tricarboxylate|2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid|SMR000677949|Z-Tamoxifen citrate|SR-01000075523|Nourytam|Tamofene|Tomaxasta|CCRIS 6718|Tamoxifeni citras|Nolvadex (TN)|Soltamox (TN)|2-{4-[(1Z)-1,2-diphenylbut-1-en-1-yl]phenoxy}-N,N-dimethylethanamine 2-hydroxypropane-1,2,3-tricarboxylate (salt)|Prestwick_458|EINECS 259-415-2|Tamoxifen citrate [USAN:USP:JAN]|Tamoxifen (Nolvadex)|Tamoxifen Citrate,(S)|Tamoxifen, citrate salt|Lopac-T-9262|Tamoxifen Z-isomer citrate|CHEMBL786|SCHEMBL6365|MLS001055370|MLS002154210|SPECTRUM1500557|Nolvadex (TN) (AstraZeneca)|DTXSID8021301|Tamoxifen citrate (JP17/USP)|HMS500M20|Tamoxifen citrate salt, >=99%|HMS1568M14|HMS1921C13|HMS2092K17|HMS2095M14|HMS2232E08|HMS3263B08|HMS3675P04|HMS3712M14|I.C.I.46474 CITRATE|Pharmakon1600-01500557|EX-A5777|hydroxypropane-1,2,3-tricarboxylate|Tox21_110938|Tox21_202070|Tox21_300274|Tox21_501203|CCG-39629|NSC757345|s1238|s1972|AKOS005111126|Tox21_110938_1|CS-1852|KS-5046|LP01203|NCGC00016206-01|NCGC00016206-02|NCGC00016206-03|NCGC00016206-04|NCGC00016206-05|NCGC00016206-06|NCGC00024928-02|NCGC00024928-23|NCGC00094450-01|NCGC00094450-02|NCGC00094450-03|NCGC00094450-04|NCGC00254000-01|NCGC00259619-01|NCGC00261888-01|HY-13757|M936|BCP0726000223|Tamoxifen Citrate - CAS 54965-24-1|EU-0101203|SW219368-1|T2510|(Z)-2-(4-(1,2-diphenylbut-1-enyl)phenoxy)|A19582|D00966|J10303|T 9262|965T241|Q-201776|SR-01000075523-1|SR-01000075523-3|SR-01000075523-5|SR-01000075523-6|Q27108378|SR-01000075523-10|(Z)-1-(4-Dimethylaminoethoxyphenyl)-1,2-diphenyl-1-butene Citrate|Tamoxifen citrate, European Pharmacopoeia (EP) Reference Standard|(z)-2-(4-(1,2-diphenyl-1-butenyl)phenoxy)-n,n-dimethylethanamine,citrate|(Z)-2-[4-(1,2-Diphenyl-1-butenyl)phenoxy]-N,N-dimethylethanamine citrate|Tamoxifen citrate, United States Pharmacopeia (USP) Reference Standard|(Z)-2-[ p-(1,2-Diphenyl-1-butenyl)phenoxy]- N, N-dimethylethylamine citrate (1:1)|(Z)-2-[4-(1,2-Diphenyl-1-butenyl)phenoxy]-N,N-dimethyl-ethanamine cirtrate (1:1)|Tamoxifen citrate for performance test, European Pharmacopoeia (EP) Reference Standard|(2-{4-[1,2-diphenylbut-1-en-1-yl]phenoxy}ethyl)dimethylamine; 2-hydroxypropane-1,2,3-tricarboxylic acid|(Z)-(2-(4-(1,2-Diphenylbut-1-enyl)phenoxy)ethyl)dimethylammonium dihydrogen 2-hydroxypropane-1,2,3-tricarboxylate|(Z)-2-(4-(1,2-diphenylbut-1-enyl)phenoxy)-N,N-dimethylethanamine 2-hydroxypropane-1,2,3-tricarboxylate|{2-[4-(1,2-Diphenyl-1-buten-1-yl)phenoxy]ethyl}dimethylamine 2-hydroxy-1,2,3-propanetricarboxylate salt|Ethanamine, 2-(4-((1Z)-1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethyl-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)|Ethanamine,2-diphenyl-1-butenyl)phenoxy]-N,N-dimethyl-, (Z)-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)
niraparib tosylate monohydrate	small molecule	74763937		Targeted Therapy	polymerase inhibitor		approved		
rucaparib camsylate	small molecule	121490161		Targeted Therapy	polymerase inhibitor		approved		
carfilzomib	small molecule	11556711		Targeted Therapy	proteasome inhibitor		approved	DB08889	
ixazomib citrate	small molecule	56844015		Targeted Therapy	proteasome inhibitor		approved		
duvelisib	small molecule	50905713		Targeted Therapy	protein inhibitor		approved	DB11952	Duvelisib|INK-1147|INK-1197|IPI-145
enasidenib mesylate	small molecule	90480031		Targeted Therapy	protein inhibitor		approved		
encorafenib	small molecule	50922675		Targeted Therapy	protein inhibitor		approved	DB11718	Encorafenib|LGX-818|LGX818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA
glasdegib	small molecule	25166913		Targeted Therapy	protein inhibitor		approved	DB11978	daurismo
glasdegib maleate	small molecule	122640033		Targeted Therapy	protein inhibitor		approved		
tipifarnib-p1				Targeted Therapy	protein inhibitor				
tipifarnib-p2				Targeted Therapy	protein inhibitor				
ivosidenib	small molecule	71657455		Targeted Therapy	protein inhibitor,(R,S)-Ivosidenib ((R,S)-AG-120) is the less active enantiomer of Ivosidenib (AG-120).		approved	DB14568	Ivosidenib|AG-120
asciminib	small molecule	72165228		Targeted Therapy	protein inhibitor,An allosteric inhibitor of Abl1		approved	DB12597	scemblix|asciminib hydrochloride
sotorasib	small molecule	137278711		Targeted Therapy	protein inhibitor,first-in-class, orally bioavailable, and selective KRAS G12C covalent inhibitor. Sotorasib irreversibly inhibits KRAS G12C by locking it in an inactive GDP-bound state. Sotorasib is the first KRAS G12C inhibitor in clinical development and leads to the regression of KRAS G12C tumors.		approved	DB15569	lumakras
dabrafenib mesylate	small molecule	44516822		Targeted Therapy	protein inhibitor,Inhibitor of BRAF(V600) mutants		approved	DB08912	
enasidenib	small molecule	89683805		Targeted Therapy	protein inhibitor,mutant isocitrate dehydrogenase 2 (IDH2) inhibitor		approved	DB13874	Idhifa
alemtuzumab	biotech				tumor target		approved	DB00087	campath|lemtrada|mabcampath
blinatumomab	biotech			Immunotherapy	tumor target		approved		
dinutuximab	biotech			Immunotherapy	tumor target		approved		
elotuzumab	biotech				tumor target		approved		
erbitux	biotech				tumor target		approved		
gemtuzumab ozogamicin	biotech				tumor target		approved	DB00056	
ibritumomab tiuxetan	biotech			Immunotherapy	tumor target		approved		
inotuzumab ozogamicin	biotech			Immunotherapy	tumor target		approved		
necitumumab	biotech				tumor target		approved		
obinutuzumab	biotech				tumor target		approved	DB08935	
ofatumumab	biotech				tumor target		approved		
pertuzumab	biotech				tumor target		approved	DB06366	
rituxan	biotech				tumor target		approved		
sacituzumab govitecan-hziy	biotech				tumor target		approved		
siltuximab	biotech				tumor target		approved		
daratumumab and hyaluronidase-fihj					tumor target				
rituximab and hyaluronidase human					tumor target				
apalutamide	small molecule	24872560					approved	DB11901	Apalutamide|JNJ-56021927
belzutifan	small molecule	117947097					approved	DB15463	Belzutifan|MK-6482|MK6482|PT 2977|PT-2977|PT2977|WHO 11196
cedazuridine	small molecule	25267009					approved	DB15694	nqovi 5 Tablet Pack
darolutamide	small molecule	67171867					approved	DB12941	Darolutamide|BAY 1841788|BAY-1841788|BAY1841788|ODM-201
daunorubicin hydrochloride	small molecule	62770							
doxorubicin hydrochloride	small molecule	443939					approved	DB00997	14-hydroxydaunomycin|14-hydroxydaunorubicine|Doxorubicin|Doxorubicina|Doxorubicine|Doxorubicinum|Hydroxydaunorubicin
eligard	small molecule	657181		Hormone Therapy			approved	DB00007	leuprolide|leuprorelin
enzalutamide	small molecule	15951529		Hormone Therapy			approved	DB08899	
epirubicin hydrochloride	small molecule	65348					approved	DB00445	4'-EpiadriamycinEpiadriamycin|Epirubicin|Epirubicina|Epirubicine|Epirubicinum|Pidorubicina|Pidorubicine|Pidorubicinum|NSC-256942
etirinotecan pegol	small molecule	71300725					investigational	DB14951	
etoposide phosphate	small molecule	6918092					approved	DB00773	Etoposide|Etoposido|Etoposidum|trans-Etoposide|NSC-141540|VP-16-213
fluconazole	small molecule	445283					approved	DB00196	diflucan
